ts,latency_ms,status,phase
1784435059.61,136.194,200,warmup
1784435059.611,153.702,200,warmup
1784435059.746,116.793,200,warmup
1784435059.764,177.531,200,warmup
1784435059.863,123.792,200,warmup
1784435059.942,102.696,200,warmup
1784435059.987,156.102,200,warmup
1784435060.045,140.45,200,warmup
1784435060.143,92.434,200,warmup
1784435060.185,155.143,200,warmup
1784435060.235,144.744,200,warmup
1784435060.34,104.056,200,warmup
1784435060.444,144.712,200,warmup
1784435060.38,223.488,200,warmup
1784435060.604,157.375,200,warmup
1784435060.589,207.769,200,warmup
1784435060.761,123.462,200,warmup
1784435060.797,149.387,200,warmup
1784435060.885,154.737,200,warmup
1784435060.946,187.339,200,warmup
1784435061.039,95.426,200,warmup
1784435061.134,115.263,200,warmup
1784435061.135,197.379,200,warmup
1784435061.249,95.436,200,warmup
1784435061.332,108.243,200,warmup
1784435061.344,131.446,200,warmup
1784435061.44,149.901,200,warmup
1784435061.476,217.384,200,warmup
1784435061.59,174.702,200,warmup
1784435061.693,181.006,200,warmup
1784435061.765,160.395,200,warmup
1784435061.874,116.446,200,warmup
1784435061.926,110.892,200,warmup
1784435061.991,149.489,200,warmup
1784435062.036,147.143,200,warmup
1784435062.14,96.681,200,warmup
1784435062.184,148.935,200,warmup
1784435062.237,144.838,200,warmup
1784435062.333,104.738,200,warmup
1784435062.382,150.172,200,warmup
1784435062.437,143.597,200,warmup
1784435062.532,105.524,200,warmup
1784435062.581,156.152,200,warmup
1784435062.637,149.651,200,warmup
1784435062.737,98.333,200,warmup
1784435062.787,153.361,200,warmup
1784435062.835,146.343,200,warmup
1784435062.94,116.694,200,warmup
1784435062.982,159.939,200,warmup
1784435063.142,87.226,200,warmup
1784435063.057,175.732,200,warmup
1784435063.233,113.385,200,warmup
1784435063.229,203.739,200,warmup
1784435063.346,91.774,200,warmup
1784435063.433,113.926,200,warmup
1784435063.438,146.808,200,warmup
1784435063.547,87.564,200,warmup
1784435063.585,155.115,200,warmup
1784435063.634,149.778,200,warmup
1784435063.74,88.828,200,warmup
1784435063.784,159.691,200,warmup
1784435063.829,203.266,200,warmup
1784435063.944,146.906,200,warmup
1784435064.091,142.101,200,warmup
1784435064.032,368.941,200,warmup
1784435064.401,128.38,200,warmup
1784435064.233,401.643,200,warmup
1784435064.53,152.944,200,warmup
1784435064.634,99.222,200,warmup
1784435064.683,152.272,200,warmup
1784435064.734,140.089,200,warmup
1784435064.835,100.81,200,warmup
1784435064.874,166.234,200,warmup
1784435064.936,139.608,200,warmup
1784435065.04,99.089,200,warmup
1784435065.075,165.806,200,warmup
1784435065.139,137.343,200,warmup
1784435065.241,101.984,200,warmup
1784435065.277,159.989,200,warmup
1784435065.343,127.591,200,warmup
1784435065.437,99.021,200,warmup
1784435065.471,166.054,200,warmup
1784435065.536,140.087,200,warmup
1784435065.637,111.244,200,warmup
1784435065.676,162.018,200,warmup
1784435065.748,131.203,200,warmup
1784435065.838,97.058,200,warmup
1784435065.879,156.916,200,warmup
1784435065.935,141.23,200,warmup
1784435066.036,102.186,200,warmup
1784435066.076,168.24,200,warmup
1784435066.138,132.161,200,warmup
1784435066.244,180.694,200,warmup
1784435066.271,168.675,200,warmup
1784435066.425,143.003,200,warmup
1784435066.439,183.489,200,warmup
1784435066.568,147.015,200,warmup
1784435066.623,167.742,200,warmup
1784435066.715,145.545,200,warmup
1784435066.791,159.336,200,warmup
1784435066.861,133.506,200,warmup
1784435066.95,93.598,200,warmup
1784435066.994,154.043,200,warmup
1784435067.044,131.685,200,warmup
1784435067.148,96.349,200,warmup
1784435067.175,166.469,200,warmup
1784435067.245,140.905,200,warmup
1784435067.342,96.427,200,warmup
1784435067.386,163.552,200,warmup
1784435067.438,146.96,200,warmup
1784435067.549,104.706,200,warmup
1784435067.585,157.187,200,warmup
1784435067.654,126.324,200,warmup
1784435067.78,182.581,200,warmup
1784435067.742,479.394,200,warmup
1784435068.222,147.848,200,warmup
1784435067.963,448.354,200,warmup
1784435068.37,149.586,200,warmup
1784435068.411,159.401,200,warmup
1784435068.519,111.445,200,warmup
1784435068.571,156.333,200,warmup
1784435068.631,146.969,200,warmup
1784435068.727,109.24,200,warmup
1784435068.778,147.958,200,warmup
1784435068.836,149.386,200,warmup
1784435068.926,113.234,200,warmup
1784435068.986,154.587,200,warmup
1784435069.039,131.859,200,warmup
1784435069.14,88.536,200,warmup
1784435069.171,177.25,200,warmup
1784435069.229,154.796,200,warmup
1784435069.348,87.545,200,warmup
1784435069.384,152.234,200,warmup
1784435069.436,142.936,200,warmup
1784435069.536,154.641,200,measure
1784435069.579,159.912,200,measure
1784435069.69,142.887,200,measure
1784435069.739,151.795,200,measure
1784435069.833,114.592,200,measure
1784435069.89,163.276,200,measure
1784435069.948,143.333,200,measure
1784435070.054,142.973,200,measure
1784435070.091,142.364,200,measure
1784435070.197,145.369,200,measure
1784435070.234,191.273,200,measure
1784435070.342,136.282,200,measure
1784435070.425,117.148,200,measure
1784435070.478,148.623,200,measure
1784435070.542,131.601,200,measure
1784435070.627,163.365,200,measure
1784435070.674,156.825,200,measure
1784435070.79,164.914,200,measure
1784435070.831,126.142,200,measure
1784435070.955,163.962,200,measure
1784435070.957,200.743,200,measure
1784435071.119,136.768,200,measure
1784435071.158,140.667,200,measure
1784435071.256,131.668,200,measure
1784435071.298,143.533,200,measure
1784435071.388,142.499,200,measure
1784435071.442,143.608,200,measure
1784435071.53,102.686,200,measure
1784435071.585,138.179,200,measure
1784435071.633,140.918,200,measure
1784435071.724,119.259,200,measure
1784435071.774,155.479,200,measure
1784435071.843,137.032,200,measure
1784435071.929,109.701,200,measure
1784435071.98,158.115,200,measure
1784435072.039,141.27,200,measure
1784435072.138,91.957,200,measure
1784435072.18,144.782,200,measure
1784435072.23,148.538,200,measure
1784435072.325,121.603,200,measure
1784435072.379,150.115,200,measure
1784435072.447,128.155,200,measure
1784435072.529,101.854,200,measure
1784435072.575,156.513,200,measure
1784435072.631,150.222,200,measure
1784435072.732,96.186,200,measure
1784435072.781,151.153,200,measure
1784435072.828,154.427,200,measure
1784435072.932,98.972,200,measure
1784435072.982,159.228,200,measure
1784435073.031,150.799,200,measure
1784435073.141,88.061,200,measure
1784435073.182,153.698,200,measure
1784435073.229,204.202,200,measure
1784435073.336,102.914,200,measure
1784435073.434,114.967,200,measure
1784435073.438,195.083,200,measure
1784435073.549,86.047,200,measure
1784435073.634,111.178,200,measure
1784435073.745,92.288,200,measure
1784435073.635,218.714,200,measure
1784435073.853,94.85,200,measure
1784435073.837,247.008,200,measure
1784435073.948,143.523,200,measure
1784435074.084,151.745,200,measure
1784435074.092,177.647,200,measure
1784435074.236,100.704,200,measure
1784435074.27,153.229,200,measure
1784435074.337,142.922,200,measure
1784435074.423,114.255,200,measure
1784435074.48,143.762,200,measure
1784435074.537,142.034,200,measure
1784435074.623,117.513,200,measure
1784435074.679,147.443,200,measure
1784435074.741,140.386,200,measure
1784435074.827,109.513,200,measure
1784435074.881,169.164,200,measure
1784435074.936,156.501,200,measure
1784435075.05,141.295,200,measure
1784435075.093,150.521,200,measure
1784435075.192,92.234,200,measure
1784435075.243,148.414,200,measure
1784435075.284,160.871,200,measure
1784435075.392,93.083,200,measure
1784435075.445,146.23,200,measure
1784435075.485,152.858,200,measure
1784435075.591,93.801,200,measure
1784435075.638,154.039,200,measure
1784435075.685,157.06,200,measure
1784435075.792,141.924,200,measure
1784435075.842,107.644,200,measure
1784435075.934,121.548,200,measure
1784435075.95,182.735,200,measure
1784435076.055,136.557,200,measure
1784435076.192,93.774,200,measure
1784435076.132,164.012,200,measure
1784435076.286,159.084,200,measure
1784435076.296,315.113,200,measure
1784435076.445,275.405,200,measure
1784435076.612,221.402,200,measure
1784435076.833,115.241,200,measure
1784435076.72,348.674,200,measure
1784435076.948,212.452,200,measure
1784435077.069,153.919,200,measure
1784435077.161,116.676,200,measure
1784435077.223,115.823,200,measure
1784435077.277,152.448,200,measure
1784435077.338,139.214,200,measure
1784435077.43,102.23,200,measure
1784435077.478,156.804,200,measure
1784435077.532,152.628,200,measure
1784435077.635,149.606,200,measure
1784435077.685,150.265,200,measure
1784435077.784,98.79,200,measure
1784435077.835,99.449,200,measure
1784435077.883,148.507,200,measure
1784435077.935,196.991,200,measure
1784435078.032,103.397,200,measure
1784435078.132,111.201,200,measure
1784435078.135,198.892,200,measure
1784435078.243,96.504,200,measure
1784435078.334,107.995,200,measure
1784435078.442,98.633,200,measure
1784435078.339,212.882,200,measure
1784435078.552,89.208,200,measure
1784435078.54,211.255,200,measure
1784435078.641,170.529,200,measure
1784435078.752,90.869,200,measure
1784435078.812,148.55,200,measure
1784435078.843,175.252,200,measure
1784435078.961,137.569,200,measure
1784435079.018,149.118,200,measure
1784435079.098,191.471,200,measure
1784435079.167,149.693,200,measure
1784435079.29,96.046,200,measure
1784435079.317,173.89,200,measure
1784435079.386,148.503,200,measure
1784435079.491,100.022,200,measure
1784435079.534,156.239,200,measure
1784435079.591,195.051,200,measure
1784435079.69,116.476,200,measure
1784435079.786,144.204,200,measure
1784435079.807,133.554,200,measure
1784435079.93,154.574,200,measure
1784435079.94,196.608,200,measure
1784435080.085,152.272,200,measure
1784435080.137,158.387,200,measure
1784435080.237,112.071,200,measure
1784435080.296,141.673,200,measure
1784435080.349,166.832,200,measure
1784435080.437,195.066,200,measure
1784435080.516,121.93,200,measure
1784435080.632,155.902,200,measure
1784435080.638,186.562,200,measure
1784435080.788,152.863,200,measure
1784435080.824,159.827,200,measure
1784435080.941,95.976,200,measure
1784435080.984,162.399,200,measure
1784435081.037,150.636,200,measure
1784435081.147,90.424,200,measure
1784435081.188,165.949,200,measure
1784435081.237,143.714,200,measure
1784435081.354,137.719,200,measure
1784435081.381,168.198,200,measure
1784435081.491,142.73,200,measure
1784435081.549,141.348,200,measure
1784435081.634,104.939,200,measure
1784435081.69,143.417,200,measure
1784435081.739,95.861,200,measure
1784435081.834,108.747,200,measure
1784435081.835,196.653,200,measure
1784435081.943,93.118,200,measure
1784435082.032,105.902,200,measure
1784435082.036,197.253,200,measure
1784435082.138,100.532,200,measure
1784435082.233,163.449,200,measure
1784435082.396,139.701,200,measure
1784435082.238,597.097,200,measure
1784435082.536,332.619,200,measure
1784435082.835,461.803,200,measure
1784435082.869,498.901,200,measure
1784435083.297,393.733,200,measure
1784435083.368,343.293,200,measure
1784435083.691,243.873,200,measure
1784435083.711,267.196,200,measure
1784435083.978,252.592,200,measure
1784435083.935,304.301,200,measure
1784435084.239,373.079,200,measure
1784435084.231,414.222,200,measure
1784435084.612,320.372,200,measure
1784435084.645,316.269,200,measure
1784435084.933,367.079,200,measure
1784435084.961,369.567,200,measure
1784435085.3,321.845,200,measure
1784435085.622,144.23,200,measure
1784435085.331,441.453,200,measure
1784435085.766,149.722,200,measure
1784435085.772,193.437,200,measure
1784435085.915,130.739,200,measure
1784435085.966,132.183,200,measure
1784435086.046,142.508,200,measure
1784435086.098,143.715,200,measure
1784435086.242,139.534,200,measure
1784435086.189,216.303,200,measure
1784435086.381,216.906,200,measure
1784435086.405,211.539,200,measure
1784435086.617,162.878,200,measure
1784435086.598,211.275,200,measure
1784435086.78,150.15,200,measure
1784435086.81,174.429,200,measure
1784435086.93,109.427,200,measure
1784435086.984,151.073,200,measure
1784435087.039,171.649,200,measure
1784435087.135,106.493,200,measure
1784435087.211,130.943,200,measure
1784435087.242,133.023,200,measure
1784435087.342,97.363,200,measure
1784435087.375,161.812,200,measure
1784435087.439,192.935,200,measure
1784435087.537,99.737,200,measure
1784435087.632,108.28,200,measure
1784435087.74,90.666,200,measure
1784435087.636,196.065,200,measure
1784435087.832,113.133,200,measure
1784435087.831,152.778,200,measure
1784435087.946,87.981,200,measure
1784435087.984,158.939,200,measure
1784435088.034,148.151,200,measure
1784435088.143,96.277,200,measure
1784435088.182,155.527,200,measure
1784435088.239,145.777,200,measure
1784435088.337,93.449,200,measure
1784435088.385,156.256,200,measure
1784435088.431,149.903,200,measure
1784435088.541,95.851,200,measure
1784435088.581,153.907,200,measure
1784435088.637,143.682,200,measure
1784435088.735,110.042,200,measure
1784435088.781,151.468,200,measure
1784435088.845,125.979,200,measure
1784435088.932,108.205,200,measure
1784435088.971,162.467,200,measure
1784435089.04,132.183,200,measure
1784435089.133,109.833,200,measure
1784435089.173,155.708,200,measure
1784435089.243,136.675,200,measure
1784435089.328,100.978,200,measure
1784435089.38,158.262,200,measure
1784435089.429,157.063,200,measure
1784435089.538,93.88,200,measure
1784435089.587,161.147,200,measure
1784435089.632,147.77,200,measure
1784435089.748,96.641,200,measure
1784435089.78,179.948,200,measure
1784435089.844,135.083,200,measure
1784435089.96,154.027,200,measure
1784435089.979,157.294,200,measure
1784435090.114,159.936,200,measure
1784435090.137,177.503,200,measure
1784435090.274,124.746,200,measure
1784435090.314,146.214,200,measure
1784435090.398,137.396,200,measure
1784435090.46,136.315,200,measure
1784435090.536,147.529,200,measure
1784435090.597,134.417,200,measure
1784435090.683,148.467,200,measure
1784435090.731,154.776,200,measure
1784435090.832,110.943,200,measure
1784435090.886,147.55,200,measure
1784435090.943,129.059,200,measure
1784435091.034,158.496,200,measure
1784435091.072,157.938,200,measure
1784435091.192,116.981,200,measure
1784435091.23,184.965,200,measure
1784435091.309,129.724,200,measure
1784435091.415,146.715,200,measure
1784435091.439,170.176,200,measure
1784435091.561,136.74,200,measure
1784435091.609,162.733,200,measure
1784435091.698,141.364,200,measure
1784435091.772,149.59,200,measure
1784435091.84,147.508,200,measure
1784435091.921,184.324,200,measure
1784435091.987,156.671,200,measure
1784435092.106,128.03,200,measure
1784435092.144,95.625,200,measure
1784435092.234,108.931,200,measure
1784435092.343,92.971,200,measure
1784435092.239,217.133,200,measure
1784435092.457,82.257,200,measure
1784435092.539,99.641,200,measure
1784435092.436,220.139,200,measure
1784435092.656,93.287,200,measure
1784435092.749,91.699,200,measure
1784435092.639,222.687,200,measure
1784435092.861,136.691,200,measure
1784435092.841,216.182,200,measure
1784435092.998,137.06,200,measure
1784435093.057,157.061,200,measure
1784435093.135,147.166,200,measure
1784435093.214,120.729,200,measure
1784435093.282,138.131,200,measure
1784435093.335,144.251,200,measure
1784435093.42,120.536,200,measure
1784435093.479,149.601,200,measure
1784435093.541,134.799,200,measure
1784435093.629,112.075,200,measure
1784435093.676,147.628,200,measure
1784435093.741,136.462,200,measure
1784435093.823,115.233,200,measure
1784435093.877,152.053,200,measure
1784435093.939,133.686,200,measure
1784435094.029,102.771,200,measure
1784435094.132,154.755,200,measure
1784435094.072,628.181,200,measure
1784435094.287,449.172,200,measure
1784435094.701,293.02,200,measure
1784435094.736,311.81,200,measure
1784435094.994,440.662,200,measure
1784435095.048,486.091,200,measure
1784435095.434,167.212,200,measure
1784435095.602,131.081,200,measure
1784435095.534,284.459,200,measure
1784435095.733,148.379,200,measure
1784435095.819,126.297,200,measure
1784435095.881,160.536,200,measure
1784435095.945,172.641,200,measure
1784435096.042,148.89,200,measure
1784435096.118,179.191,200,measure
1784435096.19,159.767,200,measure
1784435096.297,143.193,200,measure
1784435096.35,182.563,200,measure
1784435096.44,195.827,200,measure
1784435096.533,183.301,200,measure
1784435096.636,160.939,200,measure
1784435096.716,150.349,200,measure
1784435096.797,126.167,200,measure
1784435096.867,161.206,200,measure
1784435096.923,147.981,200,measure
1784435097.028,103.39,200,measure
1784435097.071,173.768,200,measure
1784435097.131,155.064,200,measure
1784435097.245,100.844,200,measure
1784435097.286,147.353,200,measure
1784435097.346,134.558,200,measure
1784435097.434,104.968,200,measure
1784435097.48,157.847,200,measure
1784435097.539,141.652,200,measure
1784435097.68,150.398,200,measure
1784435097.638,556.162,200,measure
1784435097.831,461.285,200,measure
1784435098.194,141.355,200,measure
1784435098.336,178.935,200,measure
1784435098.292,239.739,200,measure
1784435098.515,116.459,200,measure
1784435098.532,166.339,200,measure
1784435098.631,200.913,200,measure
1784435098.698,155.625,200,measure
1784435098.832,110.331,200,measure
1784435098.854,125.032,200,measure
1784435098.942,87.288,200,measure
1784435098.979,163.52,200,measure
1784435099.03,151.35,200,measure
1784435099.142,87.242,200,measure
1784435099.181,163.157,200,measure
1784435099.23,153.179,200,measure
1784435099.344,94.455,200,measure
1784435099.439,137.115,200,measure
1784435099.383,215.389,200,measure
1784435099.598,139.567,200,measure
1784435099.576,221.621,200,measure
1784435099.738,148.443,200,measure
1784435099.797,133.622,200,measure
1784435099.886,258.394,200,measure
1784435099.931,274.533,200,measure
1784435100.206,136.384,200,measure
1784435100.145,385.386,200,measure
1784435100.342,349.416,200,measure
1784435100.53,309.669,200,measure
1784435100.691,271.426,200,measure
1784435100.84,156.554,200,measure
1784435100.963,237.999,200,measure
1784435100.996,617.354,200,measure
1784435101.614,192.166,200,measure
1784435101.201,656.789,200,measure
1784435101.806,298.283,200,measure
1784435101.858,473.459,200,measure
1784435102.104,319.329,200,measure
1784435102.331,200.336,200,measure
1784435102.424,397.512,200,measure
1784435102.532,357.925,200,measure
1784435102.821,175.144,200,measure
1784435102.89,221.268,200,measure
1784435103.111,132.297,200,measure
1784435102.996,401.721,200,measure
1784435103.398,152.465,200,measure
1784435103.243,396.876,200,measure
1784435103.55,96.769,200,measure
1784435103.64,145.087,200,measure
1784435103.647,271.039,200,measure
1784435103.785,150.785,200,measure
1784435103.918,175.075,200,measure
1784435103.936,215.424,200,measure
1784435104.093,148.894,200,measure
1784435104.151,122.934,200,measure
1784435104.242,186.506,200,measure
1784435104.274,170.594,200,measure
1784435104.429,152.375,200,measure
1784435104.445,182.474,200,measure
1784435104.581,152.399,200,measure
1784435104.627,160.498,200,measure
1784435104.734,184.711,200,measure
1784435104.788,151.147,200,measure
1784435104.918,148.811,200,measure
1784435104.939,185.886,200,measure
1784435105.125,172.505,200,measure
1784435105.067,631.953,200,measure
1784435105.298,470.484,200,measure
1784435105.699,393.71,200,measure
1784435105.768,356.138,200,measure
1784435106.093,269.27,200,measure
1784435106.124,329.437,200,measure
1784435106.362,341.904,200,measure
1784435106.454,343.945,200,measure
1784435106.704,231.424,200,measure
1784435106.798,321.844,200,measure
1784435106.936,225.836,200,measure
1784435107.161,137.257,200,measure
1784435107.119,214.05,200,measure
1784435107.299,191.986,200,measure
1784435107.334,186.083,200,measure
1784435107.491,142.972,200,measure
1784435107.52,194.17,200,measure
1784435107.634,106.775,200,measure
1784435107.714,144.874,200,measure
1784435107.74,172.291,200,measure
1784435107.859,137.825,200,measure
1784435107.913,153.46,200,measure
1784435107.997,193.764,200,measure
1784435108.066,153.939,200,measure
1784435108.19,89.139,200,measure
1784435108.22,170.484,200,measure
1784435108.28,145.236,200,measure
1784435108.425,166.19,200,measure
1784435108.391,443.967,200,measure
1784435108.835,102.001,200,measure
1784435108.591,380.72,200,measure
1784435108.937,155.713,200,measure
1784435108.972,165.194,200,measure
1784435109.092,141.333,200,measure
1784435109.137,172.13,200,measure
1784435109.234,107.734,200,measure
1784435109.309,145.285,200,measure
1784435109.342,150.286,200,measure
1784435109.454,84.818,200,measure
1784435109.492,161.681,200,measure
1784435109.539,178.232,200,measure
1784435109.654,99.99,200,measure
1784435109.717,144.555,200,measure
1784435109.754,160.346,200,measure
1784435109.862,136.333,200,measure
1784435109.914,152.176,200,measure
1784435109.998,214.006,200,measure
1784435110.066,156.725,200,measure
1784435110.212,149.396,200,measure
1784435110.223,169.005,200,measure
1784435110.362,136.317,200,measure
1784435110.392,173.958,200,measure
1784435110.498,142.098,200,measure
1784435110.566,132.52,200,measure
1784435110.64,141.012,200,measure
1784435110.698,132.112,200,measure
1784435110.781,145.328,200,measure
1784435110.831,154.364,200,measure
1784435110.927,128.051,200,measure
1784435110.985,154.321,200,measure
1784435111.055,124.37,200,measure
1784435111.139,126.546,200,measure
1784435111.179,175.597,200,measure
1784435111.266,194.13,200,measure
1784435111.355,163.141,200,measure
1784435111.46,136.681,200,measure
1784435111.518,115.652,200,measure
1784435111.597,136.456,200,measure
1784435111.634,163.233,200,measure
1784435111.733,139.887,200,measure
1784435111.797,140.289,200,measure
1784435111.873,144.473,200,measure
1784435111.937,135.801,200,measure
1784435112.018,121.426,200,measure
1784435112.073,125.126,200,measure
1784435112.198,306.891,200,measure
1784435112.139,400.713,200,measure
1784435112.54,103.235,200,measure
1784435112.643,96.83,200,measure
1784435112.505,431.157,200,measure
1784435112.74,237.823,200,measure
1784435112.936,266.841,200,measure
1784435112.978,261.615,200,measure
1784435113.203,289.143,200,measure
1784435113.239,295.975,200,measure
1784435113.492,245.664,200,measure
1784435113.535,245.511,200,measure
1784435113.738,265.453,200,measure
1784435113.781,259.413,200,measure
1784435114.003,289.687,200,measure
1784435114.04,350.495,200,measure
1784435114.293,144.833,200,measure
1784435114.438,107.254,200,measure
1784435114.391,189.8,200,measure
